date,상품,카테고리,발매가,브랜드,리셀가
2025-01-06T23:38:19Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,182000
2025-01-06T18:46:30Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,214000
2025-01-06T15:53:56Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,200000
2025-01-06T13:44:20Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,264000
2025-01-06T13:39:08Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,188000
2025-01-06T13:04:34Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,204000
2025-01-06T12:54:06Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,221000
2025-01-06T12:51:42Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,194000
2025-01-06T12:04:45Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,221000
2025-01-06T11:55:38Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,205000
2025-01-06T10:35:04Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,200000
2025-01-06T08:41:23Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,223000
2025-01-06T08:28:13Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,181000
2025-01-06T07:37:41Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,188000
2025-01-06T07:06:13Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,198000
2025-01-06T07:05:34Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,195000
2025-01-06T07:01:01Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,254000
2025-01-06T03:46:40Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,220000
2025-01-06T02:02:42Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,198000
2025-01-06T01:35:54Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,197000
2025-01-06T01:22:40Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,195000
2025-01-06T00:05:32Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,195000
2025-01-05T22:41:56Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,223000
2025-01-05T22:31:02Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,200000
2025-01-05T17:10:38Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,255000
2025-01-05T16:44:38Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,199000
2025-01-05T16:39:54Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,193000
2025-01-05T14:53:41Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,200000
2025-01-05T14:16:22Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,194000
2025-01-05T14:14:08Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,195000
2025-01-05T13:48:48Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,214000
2025-01-05T13:48:08Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,199000
2025-01-05T13:41:02Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,203000
2025-01-05T13:07:04Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,194000
2025-01-05T12:36:50Z,Nike x Supreme Air Force 1 Low White,Shoes,172600,Nike,186000
