date,상품,카테고리,발매가,브랜드,리셀가
2025-01-13T04:00:47Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,114000
2025-01-13T03:52:16Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,111000
2025-01-13T03:47:11Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,110000
2025-01-13T03:45:00Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,112000
2025-01-13T03:42:57Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,112000
2025-01-13T03:33:50Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,119000
2025-01-13T03:31:14Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,113000
2025-01-13T03:31:01Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,112000
2025-01-13T03:28:03Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,114000
2025-01-13T03:25:22Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,109000
2025-01-13T03:22:13Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,109000
2025-01-13T03:19:28Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,114000
2025-01-13T03:14:52Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,139000
2025-01-13T03:14:24Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,111000
2025-01-13T03:08:49Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,107000
2025-01-13T03:05:04Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,111000
2025-01-13T03:03:58Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,111000
2025-01-13T03:01:45Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,114000
2025-01-13T02:58:25Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,120000
2025-01-13T02:56:26Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,111000
2025-01-13T02:55:59Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,114000
2025-01-13T02:49:50Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,111000
2025-01-13T02:42:38Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,110000
2025-01-13T02:41:50Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,109000
2025-01-13T02:38:16Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,106000
2025-01-13T02:29:13Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,129000
2025-01-13T02:27:39Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,110000
2025-01-13T02:24:57Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,111000
2025-01-13T02:23:59Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,114000
2025-01-13T02:21:41Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,112000
2025-01-13T02:20:57Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,111000
2025-01-13T02:09:59Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,113000
2025-01-13T02:06:52Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,113000
2025-01-13T02:05:33Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,130000
2025-01-13T01:56:10Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,111000
2025-01-13T01:50:02Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,113000
2025-01-13T01:42:53Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,113000
2025-01-13T01:41:04Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,113000
2025-01-13T01:34:45Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,111000
2025-01-13T01:27:53Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,128000
2025-01-13T01:24:07Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,106000
2025-01-13T01:22:17Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,108000
2025-01-13T01:19:25Z,Nike Air Force 1 '07 Low White,Shoes,139000,Nike,111000
