date_created,market_resell_index
2025-01-15,100.0
2025-01-16,101.33613818053364
2025-01-17,98.51165404271536
2025-01-18,95.81206552603349
2025-01-19,100.75445491048332
2025-01-20,99.92673603339951
2025-01-21,98.88206542309852
2025-01-22,99.22779870424328
2025-01-23,101.4598610359702
2025-01-24,99.96535172965729
2025-01-25,98.76498150634383
2025-01-26,99.65779529506125
2025-01-27,100.22041487710564
2025-01-28,100.67872854128434
2025-01-29,101.2428731399812
2025-01-30,102.7424333426062
2025-01-31,104.75285221454054
2025-02-01,103.47817015716723
2025-02-02,108.39206722445584
2025-02-03,112.65528328001754
2025-02-04,111.78117476868775
2025-02-05,113.07408218268225
2025-02-06,107.50718150357983
2025-02-07,109.02841172585214
2025-02-08,106.64674387216544
2025-02-09,108.73048978199225
2025-02-10,115.20110881424816
2025-02-11,116.53041340873716
2025-02-12,109.3657855982426
2025-02-13,109.32536250974879
2025-02-14,108.72449340958266
