product_id,price,option,date_created,is_immediate_delivery_item,normalized_premium,name
26344,92000,280,2025-02-14 20:35:19+00:00,False,-33.81294964028777, Adidas Superstar Core Black White 
26344,92000,265,2025-02-14 19:28:00+00:00,False,-33.81294964028777, Adidas Superstar Core Black White 
26344,92000,275,2025-02-14 18:52:28+00:00,False,-33.81294964028777, Adidas Superstar Core Black White 
26344,94000,225,2025-02-14 17:40:00+00:00,True,-32.37410071942446, Adidas Superstar Core Black White 
26344,91000,255,2025-02-14 16:59:16+00:00,False,-34.53237410071942, Adidas Superstar Core Black White 
26344,92000,270,2025-02-14 16:52:05+00:00,False,-33.81294964028777, Adidas Superstar Core Black White 
26344,95000,235,2025-02-14 16:23:27+00:00,True,-31.654676258992804, Adidas Superstar Core Black White 
26344,92000,265,2025-02-14 16:01:48+00:00,False,-33.81294964028777, Adidas Superstar Core Black White 
26344,92000,265,2025-02-14 15:43:27+00:00,False,-33.81294964028777, Adidas Superstar Core Black White 
26344,95000,245,2025-02-14 15:18:03+00:00,True,-31.654676258992804, Adidas Superstar Core Black White 
26344,91000,255,2025-02-14 15:13:36+00:00,False,-34.53237410071942, Adidas Superstar Core Black White 
26344,95000,220,2025-02-14 14:50:02+00:00,True,-31.654676258992804, Adidas Superstar Core Black White 
26344,91000,260,2025-02-14 14:44:16+00:00,True,-34.53237410071942, Adidas Superstar Core Black White 
26344,98000,265,2025-02-14 14:42:25+00:00,True,-29.496402877697843, Adidas Superstar Core Black White 
26344,91000,235,2025-02-14 14:32:40+00:00,False,-34.53237410071942, Adidas Superstar Core Black White 
26344,91000,230,2025-02-14 14:28:43+00:00,False,-34.53237410071942, Adidas Superstar Core Black White 
26344,97000,230,2025-02-14 14:13:08+00:00,True,-30.215827338129497, Adidas Superstar Core Black White 
26344,93000,225,2025-02-14 14:01:16+00:00,False,-33.093525179856115, Adidas Superstar Core Black White 
26344,97000,280,2025-02-14 13:39:19+00:00,True,-30.215827338129497, Adidas Superstar Core Black White 
26344,95000,270,2025-02-14 13:21:15+00:00,True,-31.654676258992804, Adidas Superstar Core Black White 
26344,91000,230,2025-02-14 13:01:15+00:00,False,-34.53237410071942, Adidas Superstar Core Black White 
26344,96000,250,2025-02-14 12:53:56+00:00,True,-30.935251798561154, Adidas Superstar Core Black White 
26344,91000,245,2025-02-14 12:33:34+00:00,False,-34.53237410071942, Adidas Superstar Core Black White 
26344,98000,265,2025-02-14 12:31:27+00:00,True,-29.496402877697843, Adidas Superstar Core Black White 
26344,93000,240,2025-02-14 12:28:36+00:00,False,-33.093525179856115, Adidas Superstar Core Black White 
26344,92000,275,2025-02-14 12:28:32+00:00,False,-33.81294964028777, Adidas Superstar Core Black White 
26344,91000,255,2025-02-14 11:53:23+00:00,False,-34.53237410071942, Adidas Superstar Core Black White 
26344,95000,240,2025-02-14 11:49:06+00:00,True,-31.654676258992804, Adidas Superstar Core Black White 
26344,94000,240,2025-02-14 11:46:11+00:00,True,-32.37410071942446, Adidas Superstar Core Black White 
26344,92000,280,2025-02-14 11:44:57+00:00,False,-33.81294964028777, Adidas Superstar Core Black White 
26344,96000,280,2025-02-14 11:37:41+00:00,True,-30.935251798561154, Adidas Superstar Core Black White 
26344,92000,275,2025-02-14 11:25:42+00:00,True,-33.81294964028777, Adidas Superstar Core Black White 
26344,97000,270,2025-02-14 11:12:55+00:00,True,-30.215827338129497, Adidas Superstar Core Black White 
26344,92000,280,2025-02-14 11:08:16+00:00,False,-33.81294964028777, Adidas Superstar Core Black White 
26344,92000,220,2025-02-14 11:07:29+00:00,False,-33.81294964028777, Adidas Superstar Core Black White 
26344,97000,230,2025-02-14 11:02:00+00:00,True,-30.215827338129497, Adidas Superstar Core Black White 
26344,93000,240,2025-02-14 10:52:34+00:00,False,-33.093525179856115, Adidas Superstar Core Black White 
