product_id,price,option,date_created,is_immediate_delivery_item,normalized_premium,name
178942,106000,230,2025-02-14 15:24:12+00:00,False,-17.829457364341085, New Balance 530 Grey Matter Silver Metallic 
178942,106000,250,2025-02-14 10:17:08+00:00,False,-17.829457364341085, New Balance 530 Grey Matter Silver Metallic 
178942,107000,250,2025-02-14 07:11:27+00:00,False,-17.05426356589147, New Balance 530 Grey Matter Silver Metallic 
178942,106000,230,2025-02-14 06:41:55+00:00,True,-17.829457364341085, New Balance 530 Grey Matter Silver Metallic 
178942,106000,250,2025-02-14 03:32:26+00:00,False,-17.829457364341085, New Balance 530 Grey Matter Silver Metallic 
178942,105000,230,2025-02-14 02:33:14+00:00,True,-18.6046511627907, New Balance 530 Grey Matter Silver Metallic 
178942,103000,240,2025-02-14 01:40:12+00:00,True,-20.155038759689923, New Balance 530 Grey Matter Silver Metallic 
178942,142000,300,2025-02-14 00:31:34+00:00,False,10.077519379844961, New Balance 530 Grey Matter Silver Metallic 
178942,114000,220,2025-02-14 00:31:34+00:00,False,-11.627906976744185, New Balance 530 Grey Matter Silver Metallic 
178942,106000,235,2025-02-13 13:10:25+00:00,True,-17.829457364341085, New Balance 530 Grey Matter Silver Metallic 
178942,106000,250,2025-02-13 12:18:55+00:00,False,-17.829457364341085, New Balance 530 Grey Matter Silver Metallic 
178942,127000,265,2025-02-13 05:30:59+00:00,True,-1.550387596899225, New Balance 530 Grey Matter Silver Metallic 
178942,102000,280,2025-02-13 04:36:03+00:00,False,-20.930232558139537, New Balance 530 Grey Matter Silver Metallic 
178942,112000,235,2025-02-13 02:01:38+00:00,False,-13.178294573643413, New Balance 530 Grey Matter Silver Metallic 
178942,120000,265,2025-02-13 01:06:49+00:00,True,-6.976744186046512, New Balance 530 Grey Matter Silver Metallic 
178942,107000,240,2025-02-12 15:25:23+00:00,False,-17.05426356589147, New Balance 530 Grey Matter Silver Metallic 
178942,112000,245,2025-02-12 14:51:40+00:00,False,-13.178294573643413, New Balance 530 Grey Matter Silver Metallic 
178942,123000,250,2025-02-12 13:47:52+00:00,True,-4.651162790697675, New Balance 530 Grey Matter Silver Metallic 
178942,121000,240,2025-02-12 10:22:41+00:00,True,-6.2015503875969, New Balance 530 Grey Matter Silver Metallic 
178942,125000,275,2025-02-11 11:03:31+00:00,True,-3.10077519379845, New Balance 530 Grey Matter Silver Metallic 
178942,115000,270,2025-02-10 14:05:07+00:00,False,-10.852713178294573, New Balance 530 Grey Matter Silver Metallic 
178942,111000,245,2025-02-10 13:01:34+00:00,False,-13.953488372093023, New Balance 530 Grey Matter Silver Metallic 
178942,114000,290,2025-02-10 13:01:34+00:00,False,-11.627906976744185, New Balance 530 Grey Matter Silver Metallic 
178942,104000,245,2025-02-10 06:51:58+00:00,False,-19.379844961240313, New Balance 530 Grey Matter Silver Metallic 
178942,119000,220,2025-02-10 04:52:00+00:00,True,-7.751937984496124, New Balance 530 Grey Matter Silver Metallic 
