date_created,market_resell_index
2025-01-15,100.0
2025-01-16,101.46210600247704
2025-01-17,99.43021943002283
2025-01-18,96.9289191259531
2025-01-19,100.61988348866633
2025-01-20,98.90082362922294
2025-01-21,98.14859152389388
2025-01-22,99.32536496614415
2025-01-23,101.46506945963179
2025-01-24,100.2801430860892
2025-01-25,100.5968822698078
2025-01-26,101.78776234241734
2025-01-27,102.72401350749116
2025-01-28,102.7804700551909
2025-01-29,101.49157983715851
2025-01-30,100.84719137860748
2025-01-31,103.50138061775962
2025-02-01,102.95385805622526
2025-02-02,105.72083107866337
2025-02-03,109.8946955405365
2025-02-04,110.88581209447375
2025-02-05,111.49527674207795
2025-02-06,106.91532177102377
2025-02-07,110.38456087016006
2025-02-08,109.01779740849096
2025-02-09,108.61027837385231
2025-02-10,112.15795544137328
2025-02-11,112.97840301001531
2025-02-12,105.71417126757241
2025-02-13,106.51510183774792
2025-02-14,107.3271263133914
